video,duration,voice,starting frame,ending frame,frames,starting time,ending time,length,processed,striped audio
A01.mp4,4.309333333333334,,42,63,5,1.65,2.525,1.0,OK,A01.wav
A02.mp4,5.12,,42,64,5,1.6749999999999998,2.5749999999999997,1.0,OK,A02.wav
A03.mp4,2.517333333333333,,29,50,5,1.125,2.0,1.0,OK,A03.wav
A04.mp4,3.1999999999999997,,42,64,5,1.6749999999999998,2.5749999999999997,1.0,OK,A04.wav
A05.mp4,3.7973333333333334,,44,67,5,1.75,2.6999999999999997,1.0,OK,A05.wav
